,p,T,Tdew,rh,VPmax,VPact,VPdef,sh,H2OC,rho,wv,max_wv,wd,TMax,TMin
2009-07-21,988.214,18.571,12.405,69.932,22.510,14.492,8.019,9.175,14.668,1173.970,1.959,3.064,191.235,26.790,11.370
2009-07-22,983.154,21.634,15.129,68.312,26.388,17.275,9.113,11.002,17.570,1154.243,2.706,4.308,198.902,27.030,16.230
2009-07-23,979.987,20.634,15.535,73.037,24.519,17.712,6.808,11.320,18.075,1154.126,2.791,4.404,201.797,25.440,15.540
2009-07-24,986.787,16.732,12.829,78.809,19.237,14.867,4.371,9.426,15.067,1179.122,3.008,4.817,225.687,22.040,14.170
2009-07-25,992.498,15.104,11.031,77.409,17.286,13.183,4.101,8.304,13.283,1193.423,2.311,4.065,242.746,17.980,12.760
2009-07-26,995.097,16.660,8.800,62.695,19.429,11.375,8.054,7.140,11.430,1191.115,1.567,2.684,220.433,22.400,10.710
2009-07-27,987.869,20.307,10.468,56.850,25.221,12.712,12.509,8.044,12.870,1167.488,2.671,4.223,198.865,27.880,11.180
2009-07-28,992.751,18.874,10.297,59.549,22.093,12.639,9.453,7.960,12.735,1178.611,1.395,2.813,235.373,23.650,14.890
2009-07-29,992.542,19.251,10.031,58.761,23.404,12.340,11.064,7.770,12.433,1177.314,1.791,2.972,182.368,26.880,11.010
2009-07-30,991.007,18.690,9.579,57.527,21.970,12.057,9.912,7.606,12.171,1177.579,2.534,4.393,228.632,22.960,12.800
2009-07-31,996.366,15.691,7.808,61.277,18.172,10.610,7.562,6.650,10.648,1196.951,1.069,1.991,136.590,20.090,10.320
2009-08-01,988.968,18.865,10.276,60.018,23.194,12.632,10.562,7.987,12.778,1174.658,1.227,2.247,157.135,26.570,9.030
2009-08-02,983.929,20.094,13.145,66.762,24.528,15.185,9.342,9.656,15.433,1162.348,1.907,3.213,201.723,27.790,11.900
2009-08-03,988.824,17.197,11.774,71.707,19.764,13.910,5.854,8.799,14.070,1180.091,1.891,3.379,249.892,20.280,14.060
2009-08-04,993.483,17.259,10.249,64.794,20.119,12.512,7.607,7.871,12.594,1186.173,1.037,1.996,127.791,22.160,11.530
2009-08-05,995.408,18.062,9.856,61.592,21.630,12.226,9.404,7.676,12.283,1185.544,1.276,2.437,118.809,24.560,9.890
2009-08-06,994.432,19.816,11.827,63.150,24.114,13.898,10.217,8.739,13.975,1176.532,1.329,2.460,118.131,26.340,11.750
2009-08-07,992.162,21.350,12.383,59.604,26.420,14.420,11.998,9.090,14.534,1167.466,1.461,2.680,127.357,27.630,13.220
2009-08-08,990.555,21.142,12.828,61.552,25.984,14.854,11.130,9.380,14.996,1166.151,1.621,2.776,152.885,27.990,13.760
2009-08-09,990.593,19.971,14.157,70.784,23.620,16.213,7.406,10.243,16.366,1170.036,1.047,1.786,143.110,23.850,16.640
2009-08-10,988.316,18.687,14.574,78.525,21.966,16.705,5.261,10.582,16.904,1172.300,1.256,2.131,167.078,25.710,14.400
2009-08-11,989.983,18.151,14.573,80.387,20.982,16.626,4.356,10.514,16.795,1176.378,1.639,2.740,229.115,21.400,15.320
2009-08-12,990.657,17.937,13.588,76.873,20.757,15.603,5.154,9.856,15.751,1178.538,1.977,3.431,233.890,21.900,15.230
2009-08-13,988.703,17.162,11.458,71.057,19.808,13.599,6.209,8.601,13.755,1180.263,1.660,3.163,251.560,20.980,13.130
2009-08-14,991.665,15.986,10.091,70.571,18.627,12.389,6.238,7.807,12.493,1189.292,0.805,1.642,159.504,22.050,10.560
2009-08-15,990.932,19.047,10.286,61.228,23.688,12.557,11.131,7.920,12.672,1176.337,1.956,3.183,193.575,27.990,9.160
2009-08-16,988.397,21.997,12.532,58.899,28.275,14.583,13.693,9.230,14.755,1160.653,2.179,3.626,199.622,30.330,11.890
2009-08-17,986.738,21.659,15.152,68.028,26.441,17.314,9.128,10.989,17.548,1158.368,1.913,3.315,185.523,28.480,16.580
2009-08-18,993.646,18.676,10.042,59.329,21.908,12.386,9.523,7.791,12.466,1180.628,1.821,3.163,255.346,23.690,13.690
2009-08-19,995.556,20.177,10.816,58.327,25.431,13.048,12.383,8.194,13.107,1177.099,1.279,2.436,143.464,28.920,9.630
2009-08-20,992.919,25.303,13.626,50.484,33.812,15.667,18.145,9.874,15.780,1152.438,2.693,4.131,183.565,32.980,16.340
2009-08-21,992.708,19.560,15.234,77.154,23.068,17.418,5.650,10.987,17.545,1173.682,2.132,3.614,184.327,25.320,14.320
2009-08-22,996.807,15.945,10.046,70.514,18.462,12.383,6.078,7.764,12.423,1195.602,1.223,2.344,166.426,20.390,11.670
2009-08-23,996.606,16.142,8.433,64.455,19.257,11.078,8.180,6.943,11.115,1195.439,1.702,3.167,153.579,22.710,8.240
2009-08-24,987.058,19.285,8.933,54.046,23.472,11.479,11.993,7.267,11.631,1171.061,2.220,3.614,169.144,27.100,9.780
2009-08-25,984.449,20.498,13.865,66.716,24.843,15.968,8.875,10.151,16.219,1160.910,1.391,2.349,205.620,26.990,13.880
2009-08-26,989.262,19.374,15.505,78.714,22.610,17.647,4.963,11.171,17.839,1170.131,1.439,2.325,134.741,22.010,16.840
2009-08-27,990.055,20.371,13.459,68.809,25.063,15.478,9.585,9.782,15.633,1168.438,1.765,2.884,194.722,27.470,12.600
2009-08-28,985.907,20.013,12.145,63.180,24.185,14.279,9.906,9.060,14.483,1165.358,2.729,4.592,211.513,26.490,13.990
2009-08-29,991.317,15.186,6.091,54.976,17.409,9.428,7.981,5.937,9.511,1193.401,2.410,4.033,246.573,18.670,10.030
2009-08-30,994.026,13.712,5.590,61.386,16.452,9.112,7.341,5.721,9.166,1203.302,2.071,3.615,206.015,20.650,5.660
2009-08-31,992.407,16.809,6.905,56.579,20.604,9.972,10.632,6.274,10.049,1188.372,1.691,2.838,181.670,25.610,6.970
2009-09-01,986.280,21.290,11.753,57.438,27.486,14.059,13.428,8.918,14.257,1161.336,2.773,4.424,197.055,30.110,9.890
2009-09-02,987.394,19.001,11.656,65.675,22.282,13.902,8.380,8.804,14.077,1171.149,1.523,2.678,201.985,23.190,15.390
2009-09-03,978.158,16.203,11.273,73.614,18.525,13.539,4.987,8.657,13.843,1171.470,2.806,4.697,208.303,19.440,13.750
2009-09-04,980.306,14.033,8.232,69.481,16.201,10.936,5.265,6.968,11.155,1184.165,3.355,5.272,222.728,18.080,10.650
2009-09-05,990.007,12.400,8.115,75.903,14.535,10.832,3.703,6.833,10.941,1202.786,3.093,5.433,230.286,16.260,9.760
2009-09-06,997.400,12.459,8.052,75.455,14.669,10.788,3.881,6.756,10.816,1211.625,1.549,2.705,214.317,16.530,7.690
2009-09-07,996.830,14.614,8.634,71.260,17.509,11.227,6.283,7.035,11.262,1201.976,1.708,2.778,200.137,22.340,7.290
2009-09-08,997.449,16.746,9.319,66.024,20.429,11.766,8.662,7.370,11.797,1193.795,1.332,2.307,167.049,25.830,7.700
2009-09-09,996.760,17.500,9.913,65.067,21.207,12.241,8.966,7.675,12.281,1189.568,1.100,2.086,143.052,25.140,9.270
2009-09-10,1000.539,15.013,11.233,78.486,17.247,13.390,3.857,8.366,13.382,1203.459,1.936,3.401,73.805,18.390,10.950
2009-09-11,1001.952,15.171,8.588,65.868,17.375,11.218,6.156,6.993,11.195,1205.482,2.306,4.037,91.297,18.440,12.650
2009-09-12,997.677,13.813,6.715,63.507,16.026,9.848,6.177,6.162,9.870,1206.689,1.233,2.407,157.875,18.210,8.790
2009-09-13,991.032,11.098,8.183,82.596,13.287,10.895,2.392,6.867,10.995,1209.510,1.598,2.951,220.188,14.670,9.290
2009-09-14,990.824,10.908,9.680,92.143,13.102,12.070,1.032,7.613,12.182,1209.502,2.734,4.352,88.988,12.960,9.160
2009-09-15,990.546,13.947,12.714,92.316,16.016,14.754,1.262,9.317,14.895,1195.141,2.317,3.711,72.554,16.100,12.160
2009-09-16,988.820,14.739,13.590,92.982,16.858,15.606,1.251,9.876,15.784,1189.378,2.765,4.103,43.799,17.100,12.760
2009-09-17,990.764,13.910,10.006,77.867,16.020,12.334,3.684,7.781,12.450,1196.682,3.744,5.534,53.560,17.610,11.560
2009-09-18,993.002,14.355,9.476,73.343,16.781,11.927,4.854,7.506,12.011,1197.892,1.745,2.894,132.462,19.840,8.140
2009-09-19,990.366,15.052,10.656,76.980,17.975,12.945,5.030,8.172,13.072,1191.549,0.876,1.632,112.706,22.970,7.950
2009-09-20,991.273,16.467,12.012,77.148,19.547,14.117,5.429,8.906,14.241,1186.208,0.741,1.520,187.480,23.770,9.390
2009-09-21,997.076,15.037,13.145,88.585,17.152,15.144,2.008,9.501,15.188,1198.314,1.020,1.755,109.872,17.130,12.880
2009-09-22,998.029,16.057,12.520,81.222,18.748,14.551,4.196,9.120,14.580,1195.711,1.062,1.943,201.461,22.070,11.370
2009-09-23,997.406,15.672,10.958,75.597,18.298,13.127,5.171,8.228,13.162,1197.206,1.517,2.840,224.324,20.510,9.330
2009-09-24,996.161,13.318,11.426,88.621,15.368,13.533,1.834,8.493,13.584,1205.154,1.133,1.844,176.334,15.910,10.270
2009-09-25,999.268,10.896,7.960,84.091,13.256,10.740,2.517,6.712,10.747,1220.620,0.851,1.579,158.339,15.360,7.430
2009-09-26,1000.397,10.790,7.036,80.124,13.541,10.093,3.449,6.299,10.089,1222.997,0.854,1.575,130.023,17.610,4.790
2009-09-27,998.755,11.474,7.798,80.946,14.366,10.675,3.691,6.676,10.690,1217.907,0.786,1.449,172.970,20.480,4.570
2009-09-28,995.445,11.934,8.899,82.913,14.418,11.487,2.930,7.211,11.542,1211.318,0.881,1.913,219.265,17.490,5.520
2009-09-29,990.707,14.043,10.384,78.830,16.090,12.632,3.456,7.970,12.750,1195.895,1.856,3.745,234.958,16.930,12.920
2009-09-30,990.358,10.815,8.841,87.920,13.091,11.443,1.648,7.220,11.557,1209.678,1.830,2.931,159.048,13.630,6.950
2009-10-01,985.492,11.938,9.007,82.527,14.107,11.545,2.562,7.320,11.715,1198.918,1.875,3.383,220.482,16.690,8.510
2009-10-02,988.934,8.827,4.829,76.409,11.407,8.632,2.774,5.447,8.729,1217.707,2.204,3.697,246.819,11.550,6.700
2009-10-03,985.592,10.736,5.756,72.970,13.248,9.213,4.034,5.836,9.349,1205.373,3.836,6.039,202.881,15.050,4.420
2009-10-04,983.152,11.762,7.124,73.732,13.869,10.140,3.729,6.440,10.313,1197.403,3.187,5.348,227.385,13.410,8.870
2009-10-05,989.738,10.358,6.742,79.298,12.682,9.919,2.763,6.259,10.024,1211.548,1.062,1.859,170.967,13.790,6.590
2009-10-06,985.997,14.647,12.506,87.828,16.923,14.576,2.346,9.248,14.784,1186.889,2.441,3.679,199.052,19.180,10.360
2009-10-07,985.792,18.606,14.835,79.200,21.622,16.906,4.717,10.737,17.149,1169.432,3.319,4.757,206.489,22.480,15.600
2009-10-08,985.925,15.332,10.668,74.190,17.936,13.026,4.910,8.267,13.223,1184.885,2.959,5.033,189.007,21.450,9.560
2009-10-09,995.025,8.025,4.205,78.203,10.855,8.289,2.566,5.198,8.330,1228.927,1.666,2.648,119.581,11.730,4.160
2009-10-10,986.569,10.106,7.897,86.233,12.523,10.859,1.664,6.878,11.011,1208.351,1.674,2.622,197.469,12.930,6.310
2009-10-11,984.017,10.525,8.114,85.175,12.747,10.831,1.915,6.875,11.007,1203.331,2.120,3.817,234.987,12.010,8.900
2009-10-12,985.590,6.733,4.460,85.514,9.870,8.445,1.424,5.351,8.574,1222.757,2.137,4.086,253.089,8.910,4.840
2009-10-13,996.427,4.617,1.510,80.997,8.560,6.842,1.718,4.283,6.868,1246.440,2.240,4.069,226.712,8.410,1.450
2009-10-14,999.116,2.384,-1.905,74.249,7.284,5.329,1.956,3.324,5.333,1260.629,2.066,3.987,211.426,5.330,0.230
2009-10-15,996.304,1.243,-1.134,84.252,6.689,5.639,1.050,3.528,5.661,1262.129,2.434,3.995,257.145,2.400,0.320
2009-10-16,988.147,3.920,2.067,87.853,8.188,7.154,1.033,4.519,7.244,1239.081,2.237,4.400,239.352,8.800,1.030
2009-10-17,990.532,3.959,2.803,92.149,8.119,7.479,0.641,4.710,7.551,1241.630,1.511,2.951,248.372,5.070,3.030
2009-10-18,993.960,3.919,2.423,90.055,8.104,7.280,0.824,4.568,7.324,1246.221,1.636,2.702,230.275,6.400,2.620
2009-10-19,993.141,2.887,0.497,86.524,7.716,6.379,1.337,4.005,6.422,1250.452,1.357,2.183,191.140,10.460,-1.260
2009-10-20,987.644,1.323,-1.289,84.457,6.993,5.599,1.395,3.534,5.670,1251.092,1.362,2.242,175.111,8.280,-3.750
2009-10-21,983.828,2.522,-0.338,82.731,7.594,6.018,1.577,3.814,6.117,1240.607,1.175,1.931,131.014,8.930,-3.130
2009-10-22,979.216,2.578,1.583,93.394,7.473,6.921,0.553,4.408,7.067,1233.931,1.082,1.695,106.115,6.240,-1.090
2009-10-23,985.011,6.440,5.629,94.673,9.715,9.152,0.563,5.798,9.289,1222.980,0.795,1.310,157.482,9.600,3.900
2009-10-24,990.594,7.475,5.765,89.598,10.481,9.222,1.260,5.811,9.309,1225.412,2.024,2.999,180.198,12.830,4.790
2009-10-25,988.561,9.272,7.489,88.763,11.816,10.428,1.387,6.588,10.549,1214.539,2.057,3.211,186.549,13.050,5.570
2009-10-26,990.207,8.066,5.684,85.797,11.015,9.200,1.816,5.799,9.291,1222.454,2.826,4.512,202.961,12.270,2.760
2009-10-27,994.497,10.447,7.705,83.278,12.693,10.526,2.167,6.610,10.585,1216.691,1.881,3.402,256.193,13.000,8.920
2009-10-28,993.938,9.550,6.792,83.741,12.006,9.895,2.110,6.215,9.954,1220.190,1.281,2.012,201.591,13.370,7.300
2009-10-29,995.079,8.715,6.873,88.476,11.370,9.971,1.399,6.255,10.019,1225.181,1.133,1.833,114.134,12.030,5.930
2009-10-30,1001.885,6.230,4.539,89.093,9.542,8.500,1.042,5.295,8.485,1245.239,2.531,3.450,71.700,8.400,2.500
2009-10-31,1000.850,1.454,-0.461,87.832,6.872,5.918,0.955,3.686,5.913,1266.885,1.449,2.254,184.411,5.870,-1.640
2009-11-01,990.694,3.211,0.865,85.200,7.905,6.567,1.337,4.136,6.633,1245.881,3.022,4.401,181.258,9.620,-1.630
2009-11-02,975.982,6.374,5.330,93.118,9.636,8.997,0.640,5.754,9.219,1212.083,2.103,3.138,165.234,8.310,4.030
2009-11-03,972.014,5.777,4.518,91.703,9.271,8.495,0.777,5.453,8.738,1209.966,1.860,3.103,236.160,8.340,1.760
2009-11-04,962.714,5.355,3.747,89.502,9.010,8.043,0.968,5.215,8.356,1200.409,2.665,4.127,204.721,10.270,1.630
2009-11-05,971.828,6.101,3.218,82.206,9.481,7.703,1.779,4.945,7.926,1208.702,3.402,4.907,195.069,8.740,3.370
2009-11-06,980.843,6.322,2.801,78.903,9.683,7.479,2.203,4.757,7.626,1219.126,2.424,3.626,194.643,10.270,2.600
2009-11-07,976.738,4.510,1.891,83.575,8.505,7.007,1.497,4.474,7.174,1222.153,2.696,4.018,185.936,8.020,1.960
2009-11-08,979.488,4.142,2.097,86.894,8.307,7.132,1.176,4.541,7.280,1227.174,2.587,3.728,111.070,7.680,0.300
2009-11-09,981.655,3.553,3.003,96.191,7.886,7.586,0.300,4.821,7.728,1232.226,2.881,4.153,95.928,4.230,3.030
2009-11-10,982.518,4.205,2.900,91.383,8.269,7.527,0.741,4.779,7.661,1230.448,1.578,2.415,189.835,5.640,3.150
2009-11-11,982.092,5.291,2.889,84.764,8.943,7.526,1.416,4.781,7.663,1225.135,1.305,2.323,217.781,7.560,3.200
2009-11-12,983.496,4.559,1.753,82.526,8.547,6.945,1.602,4.404,7.061,1230.447,2.512,3.914,197.190,8.610,1.300
2009-11-13,986.527,8.440,6.098,85.336,11.235,9.512,1.722,6.020,9.642,1216.081,2.529,3.791,189.435,11.930,4.630
2009-11-14,985.292,10.078,6.525,79.198,12.413,9.714,2.699,6.155,9.859,1207.356,2.596,3.883,185.943,12.700,7.230
2009-11-15,987.303,9.700,5.366,74.539,12.079,8.957,3.122,5.662,9.072,1211.777,3.348,4.831,198.474,12.390,8.020
2009-11-16,984.706,7.327,6.119,92.100,10.354,9.540,0.814,6.050,9.690,1218.600,1.994,2.927,193.737,11.180,3.570
2009-11-17,985.174,9.413,8.485,93.957,11.849,11.137,0.712,7.063,11.306,1209.374,1.462,2.448,190.955,11.040,7.670
2009-11-18,991.667,8.270,4.224,76.260,10.972,8.277,2.695,5.208,8.347,1223.663,5.251,7.818,209.960,9.610,5.860
2009-11-19,995.452,9.206,4.109,70.909,11.735,8.219,3.516,5.152,8.256,1224.332,3.532,5.372,199.341,13.640,5.050
2009-11-20,995.603,8.081,3.798,76.186,11.156,8.042,3.114,5.040,8.078,1229.696,1.966,3.239,176.575,16.020,2.560
2009-11-21,997.671,9.078,6.158,82.164,11.660,9.490,2.169,5.939,9.514,1227.055,1.403,2.292,191.310,14.010,5.570
2009-11-22,987.257,10.616,5.152,68.978,12.853,8.844,4.009,5.591,8.958,1207.868,3.223,5.052,199.036,13.160,7.960
2009-11-23,979.688,9.036,4.218,71.866,11.557,8.288,3.269,5.281,8.462,1205.555,7.645,11.465,206.492,10.710,6.580
2009-11-24,982.693,9.579,5.740,77.319,11.995,9.246,2.749,5.873,9.408,1206.481,2.902,5.093,206.689,12.090,7.630
2009-11-25,983.429,10.930,4.562,65.037,13.116,8.501,4.616,5.393,8.642,1201.993,4.366,6.455,200.130,13.670,8.430
2009-11-26,983.572,8.046,2.762,69.443,10.793,7.465,3.327,4.735,7.590,1214.977,5.001,7.546,206.486,9.660,5.850
2009-11-27,979.271,7.162,1.712,68.404,10.173,6.921,3.252,4.407,7.067,1213.736,4.459,6.833,197.158,9.600,5.770
2009-11-28,979.479,6.894,2.067,71.438,9.997,7.104,2.893,4.524,7.253,1215.079,4.975,7.435,195.114,9.240,4.630
2009-11-29,975.164,8.693,0.677,57.281,11.290,6.429,4.860,4.111,6.593,1202.285,2.991,4.477,183.345,11.520,7.060
2009-11-30,970.535,5.039,1.839,80.280,8.779,7.044,1.735,4.526,7.257,1211.992,1.251,2.317,182.365,7.010,2.000
2009-12-01,979.772,3.682,2.317,90.762,7.975,7.240,0.734,4.611,7.392,1229.469,1.871,3.628,195.021,5.100,0.700
2009-12-02,985.887,0.947,-0.413,90.813,6.610,5.953,0.657,3.765,6.039,1250.175,2.307,3.350,198.207,5.190,-2.400
2009-12-03,980.905,3.923,0.346,77.664,8.158,6.275,1.883,3.988,6.397,1230.323,3.161,4.629,180.235,7.190,1.110
2009-12-04,982.028,2.817,0.863,87.061,7.514,6.520,0.994,4.141,6.641,1236.537,1.346,2.259,208.604,4.310,-1.820
2009-12-05,986.426,0.917,-1.279,85.709,6.613,5.589,1.024,3.532,5.666,1251.203,2.607,4.015,185.099,4.290,-2.590
2009-12-06,983.076,6.260,4.559,88.946,9.598,8.500,1.099,5.396,8.647,1221.693,2.933,4.213,184.172,8.860,3.240
2009-12-07,985.595,5.101,3.013,86.679,8.889,7.636,1.252,4.834,7.749,1230.358,1.872,2.863,196.413,9.510,1.600
2009-12-08,983.849,5.644,3.759,87.795,9.144,8.035,1.108,5.097,8.169,1225.523,1.260,2.315,204.933,7.640,3.680
2009-12-09,996.843,4.598,1.856,82.525,8.540,6.999,1.541,4.379,7.022,1246.971,1.716,2.855,217.288,7.120,0.150
2009-12-10,992.484,4.006,2.895,92.503,8.241,7.603,0.638,4.781,7.664,1243.942,1.856,3.381,204.416,7.030,-0.560
2009-12-11,994.730,1.420,0.468,93.374,6.783,6.336,0.448,3.972,6.371,1259.009,2.906,4.873,102.478,4.890,0.510
2009-12-12,998.029,-0.037,-1.600,89.306,6.096,5.437,0.659,3.395,5.448,1270.341,1.990,2.987,33.312,0.770,-1.320
2009-12-13,996.156,-2.923,-4.973,85.881,4.929,4.249,0.680,2.658,4.265,1282.075,3.580,5.134,44.883,-1.390,-3.900
2009-12-14,995.386,-3.671,-5.866,84.706,4.656,3.948,0.707,2.471,3.967,1284.778,2.537,3.531,41.313,-2.600,-4.350
2009-12-15,991.929,-2.451,-4.255,87.396,5.100,4.454,0.646,2.797,4.490,1274.297,3.073,4.466,38.189,-1.790,-3.100
2009-12-16,985.096,-3.853,-5.343,89.430,4.607,4.112,0.494,2.600,4.174,1272.273,1.676,2.525,70.068,-2.330,-7.060
2009-12-17,982.494,-6.977,-8.826,86.806,3.621,3.129,0.491,1.984,3.185,1284.274,1.355,2.218,182.066,-5.560,-8.210
2009-12-18,980.277,-10.736,-12.927,83.762,2.770,2.332,0.438,1.481,2.379,1300.318,3.054,4.654,83.883,-5.920,-15.220
2009-12-19,980.166,-15.985,-18.390,81.569,1.749,1.426,0.323,0.905,1.454,1326.976,1.918,2.871,115.229,-15.230,-17.160
2009-12-20,976.047,-12.193,-15.340,77.508,2.522,1.929,0.593,1.232,1.979,1302.375,3.270,4.864,183.901,-4.630,-17.670
2009-12-21,974.535,-3.249,-6.557,77.975,4.823,3.758,1.065,2.402,3.857,1255.983,2.994,4.594,195.760,-0.600,-5.380
2009-12-22,963.759,3.191,0.311,81.445,7.843,6.349,1.494,4.109,6.590,1212.031,3.262,4.891,185.786,7.640,-0.960
2009-12-23,970.749,-0.073,-0.776,95.074,6.103,5.785,0.318,3.715,5.960,1235.578,0.989,1.645,166.147,3.430,-2.240
2009-12-24,969.273,-0.268,-1.146,93.807,6.003,5.623,0.380,3.617,5.802,1234.643,0.758,1.302,180.239,1.310,-1.880
2009-12-25,964.647,3.690,0.889,82.615,8.034,6.559,1.475,4.242,6.803,1210.747,4.660,7.084,217.276,7.960,0.250
2009-12-26,980.634,2.003,-2.488,72.361,7.102,5.095,2.007,3.238,5.195,1239.109,3.111,5.101,211.349,5.060,-1.160
2009-12-27,978.494,-0.545,-3.906,78.306,5.908,4.582,1.325,2.918,4.683,1248.214,3.353,4.780,190.466,1.690,-3.420
2009-12-28,977.417,2.012,-1.435,78.056,7.083,5.499,1.584,3.507,5.626,1234.782,2.640,4.380,226.815,3.480,-1.830
2009-12-29,977.777,-2.212,-3.267,92.771,5.236,4.819,0.417,3.073,4.930,1254.884,1.409,2.309,184.068,0.930,-5.540
2009-12-30,967.798,1.120,0.693,96.994,6.678,6.463,0.215,4.165,6.678,1226.148,1.236,1.992,149.706,5.120,-0.820
2009-12-31,967.958,-1.282,-1.472,98.606,5.563,5.486,0.078,3.533,5.668,1237.601,2.705,3.655,26.982,-0.630,-2.820
2010-01-01,969.640,-3.819,-4.513,94.890,4.603,4.368,0.235,2.807,4.506,1251.978,2.409,3.703,56.228,-2.840,-4.100
2010-01-02,985.276,-5.111,-6.272,91.503,4.202,3.845,0.359,2.432,3.904,1278.672,1.712,3.088,239.618,-3.490,-8.700
2010-01-03,990.546,-4.702,-5.695,92.744,4.344,4.024,0.320,2.531,4.062,1283.468,1.365,2.349,139.838,-1.560,-8.530
2010-01-04,989.173,-6.133,-7.373,90.979,3.870,3.514,0.356,2.212,3.552,1288.752,1.495,2.181,137.347,-3.770,-8.930
2010-01-05,981.649,-10.263,-12.342,85.073,2.856,2.387,0.468,1.514,2.432,1299.739,0.782,1.364,171.148,-3.550,-14.700
2010-01-06,976.744,-9.028,-11.047,85.302,3.097,2.628,0.470,1.675,2.691,1286.949,0.851,1.398,144.525,-5.820,-11.080
2010-01-07,983.091,-8.348,-10.451,84.977,3.294,2.766,0.530,1.751,2.813,1291.979,1.018,1.619,179.587,-3.070,-11.880
2010-01-08,989.780,-9.687,-10.893,90.830,2.954,2.687,0.266,1.691,2.715,1307.409,3.752,5.256,61.875,-6.330,-12.840
2010-01-09,984.811,-5.315,-6.570,90.827,4.112,3.735,0.376,2.362,3.792,1279.020,5.654,8.198,31.561,-4.560,-6.450
2010-01-10,985.382,-5.177,-6.201,92.472,4.152,3.839,0.313,2.427,3.896,1279.048,3.265,4.655,54.739,-4.560,-5.750
2010-01-11,989.242,-6.734,-8.093,89.981,3.685,3.318,0.368,2.088,3.353,1291.829,1.788,2.590,60.133,-5.270,-7.130
2010-01-12,990.107,-6.861,-8.497,88.175,3.670,3.220,0.450,2.025,3.252,1293.661,1.133,1.670,111.525,-4.340,-10.940
2010-01-13,984.268,-9.432,-11.384,85.774,3.126,2.663,0.463,1.685,2.706,1299.135,1.006,1.703,165.398,-3.730,-15.090
2010-01-14,984.534,-2.342,-4.563,84.727,5.159,4.356,0.804,2.756,4.424,1264.336,1.810,2.765,164.874,-0.370,-4.080
2010-01-15,995.073,-2.103,-4.367,84.438,5.237,4.418,0.818,2.766,4.440,1276.715,1.424,2.141,176.514,-0.730,-2.830
2010-01-16,995.274,-2.710,-4.995,84.302,5.006,4.219,0.787,2.640,4.238,1279.932,2.708,4.179,182.526,-1.730,-4.300
2010-01-17,986.212,-0.041,-1.085,92.787,6.142,5.702,0.439,3.604,5.781,1255.208,2.271,3.670,187.796,2.890,-3.440
2010-01-18,996.172,2.250,0.058,85.467,7.195,6.135,1.060,3.840,6.159,1257.121,1.149,2.118,218.528,3.620,0.460
2010-01-19,994.604,0.762,0.215,96.137,6.465,6.209,0.256,3.892,6.243,1261.918,0.862,1.556,184.399,2.510,-0.220
2010-01-20,990.910,-0.223,-0.733,96.394,6.028,5.801,0.228,3.650,5.854,1261.968,1.596,2.365,86.054,2.410,-2.670
2010-01-21,996.700,-6.013,-7.180,91.390,3.909,3.578,0.330,2.237,3.591,1297.976,2.989,4.217,40.952,-2.870,-7.670
2010-01-22,1000.640,-6.487,-8.426,86.098,3.762,3.230,0.532,2.011,3.228,1305.573,1.920,2.941,83.384,-5.160,-7.680
2010-01-23,999.137,-5.828,-8.116,83.762,3.959,3.316,0.643,2.067,3.319,1300.363,2.170,3.495,150.126,-4.340,-7.300
2010-01-24,998.751,-5.601,-8.657,78.951,4.025,3.173,0.852,1.978,3.176,1298.815,2.855,4.610,156.873,-4.790,-6.790
2010-01-25,1001.541,-5.586,-8.580,79.365,4.039,3.197,0.841,1.988,3.192,1302.387,2.627,3.977,104.631,-3.060,-8.200
2010-01-26,1009.681,-11.843,-14.466,80.842,2.484,2.002,0.483,1.234,1.983,1345.081,2.129,3.262,79.397,-8.280,-15.850
2010-01-27,998.403,-11.238,-15.227,73.867,2.805,1.942,0.862,1.214,1.951,1327.752,2.729,4.192,196.910,-4.230,-17.870
2010-01-28,973.325,-0.539,-3.421,80.957,5.915,4.763,1.153,3.049,4.894,1241.499,3.236,6.111,242.893,2.670,-5.000
2010-01-29,961.335,0.029,-2.864,80.965,6.131,4.953,1.179,3.212,5.154,1223.501,3.727,5.739,214.753,1.730,-1.210
2010-01-30,963.311,-2.181,-5.746,76.569,5.222,4.011,1.210,2.596,4.167,1236.497,2.073,3.869,250.005,0.310,-4.340
2010-01-31,975.733,-4.671,-7.705,79.363,4.367,3.443,0.925,2.197,3.528,1264.391,2.103,3.430,193.721,0.090,-8.790
2010-02-01,980.694,-2.276,-5.903,76.223,5.181,3.929,1.252,2.495,4.006,1259.299,4.011,6.056,213.787,-0.130,-5.680
2010-02-02,982.040,-1.870,-5.588,75.771,5.419,4.093,1.326,2.599,4.172,1259.233,4.973,7.654,212.872,1.780,-6.520
2010-02-03,979.844,0.569,-2.890,78.017,6.396,4.961,1.435,3.157,5.067,1244.665,3.226,5.445,236.212,2.980,-2.730
